"spkid","neo","pha","full_name","diameter","class","H","G","albedo","BV","UB","e","a","q","i","per_y","moid","ad","first_obs"
54393146,Y,N,"       (2023 TN9)",,APO,21.62,,,,,0.4162,1.117,0.652,13.89,1.18,0.204,1.58,2017-08-28
54393147,Y,N,"       (2023 TP9)",,APO,24.21,,,,,0.7022,1.62,0.482,9.05,2.06,0.0134,2.76,2023-10-06
54393148,Y,N,"       (2023 TU9)",,APO,23.31,,,,,0.3488,1.492,0.971,19.38,1.82,0.0285,2.01,2023-10-12
54393149,Y,N,"       (2023 TV9)",,APO,24.72,,,,,0.0994,1.007,0.907,13.95,1.01,0.0938,1.11,2023-10-11
54393150,Y,N,"       (2023 TW9)",,APO,24.00,,,,,0.5090,1.756,0.862,2.60,2.33,0.000776,2.65,2023-10-04
54393151,Y,N,"       (2023 TX9)",,ATE,22.82,,,,,0.4495,0.7461,0.411,2.46,0.644,0.0105,1.08,2023-10-12
54393152,Y,N,"       (2023 TY9)",,APO,24.96,,,,,0.6804,2.301,0.735,2.46,3.49,0.0125,3.87,2023-10-13
54393153,Y,N,"       (2023 TZ9)",,APO,24.89,,,,,0.2823,1.397,1.003,26.81,1.65,0.0175,1.79,2023-10-13
54393154,Y,N,"       (2023 TA10)",,APO,24.15,,,,,0.4874,1.947,0.998,7.22,2.72,0.017,2.90,2023-10-13
54393156,Y,N,"       (2023 TD10)",,AMO,22.73,,,,,0.6251,2.949,1.106,11.01,5.06,0.122,4.79,2023-10-12
54393157,Y,N,"       (2023 TE10)",,APO,27.51,,,,,0.2766,1.114,0.806,6.60,1.18,0.00161,1.42,2023-10-09
54393158,Y,N,"       (2023 TG10)",,AMO,22.31,,,,,0.3196,1.731,1.178,30.35,2.28,0.345,2.28,2023-09-26
54393161,Y,N,"       (2023 TH10)",,AMO,23.24,,,,,0.5039,2.484,1.232,2.88,3.91,0.243,3.74,2023-10-05
54393160,Y,N,"       (2023 TJ10)",,APO,24.38,,,,,0.2843,1.103,0.789,23.31,1.16,0.0954,1.42,2023-10-06
54393159,Y,N,"       (2023 TK10)",,AMO,23.07,,,,,0.5199,2.2,1.056,6.16,3.26,0.12,3.34,2023-10-10
54393417,Y,N,"       (2023 TW10)",,APO,23.99,,,,,0.5618,1.986,0.870,7.74,2.8,0.0181,3.10,2023-10-12
54393416,Y,N,"       (2023 TX10)",,AMO,25.63,,,,,0.5391,2.29,1.055,4.23,3.46,0.0726,3.52,2023-10-08
54393415,Y,N,"       (2023 TY10)",,APO,28.72,,,,,0.5523,1.657,0.742,0.11,2.13,0.00186,2.57,2023-10-12
54393419,Y,N,"       (2023 TG12)",,AMO,21.33,,,,,0.5777,2.972,1.255,13.12,5.12,0.257,4.69,2023-10-13
54393420,Y,N,"       (2023 TH12)",,APO,25.97,,,,,0.6321,2.745,1.010,4.19,4.55,0.0161,4.48,2023-10-14
54393418,Y,N,"       (2023 TJ12)",,APO,26.67,,,,,0.4713,1.883,0.996,13.13,2.58,0.0221,2.77,2023-10-14
54393421,Y,N,"       (2023 TK12)",,APO,25.77,,,,,0.0071,1.022,1.015,34.83,1.03,0.015,1.03,2023-10-14
54393693,Y,N,"       (2023 TD14)",,APO,25.80,,,,,0.3683,1.54,0.973,3.54,1.91,0.022,2.11,2023-10-12
54393695,Y,N,"       (2023 TE14)",,APO,23.69,,,,,0.5943,2.092,0.849,5.58,3.03,0.0279,3.34,2023-10-12
54393694,Y,N,"       (2023 TF14)",,AMO,23.62,,,,,0.2052,1.378,1.095,27.06,1.62,0.189,1.66,2023-10-11
54393696,Y,N,"       (2023 TG14)",,APO,25.84,,,,,0.2144,1.004,0.789,4.42,1.01,0.00521,1.22,2023-10-13
54393697,Y,N,"       (2023 TM14)",,APO,26.66,,,,,0.5350,2.182,1.015,3.00,3.22,0.0206,3.35,2023-10-15
54393698,Y,N,"       (2023 TK15)",,APO,25.89,,,,,0.6734,1.366,0.446,9.76,1.6,0.0013,2.29,2023-10-14
54393977,Y,N,"       (2023 TL15)",,APO,23.05,,,,,0.2607,1.167,0.863,3.30,1.26,0.0348,1.47,2023-10-13
54393978,Y,N,"       (2023 TM15)",,APO,26.83,,,,,0.6194,1.962,0.747,0.89,2.75,0.000981,3.18,2023-10-14
54393979,Y,N,"       (2023 TN15)",,APO,27.39,,,,,0.2717,1.396,1.016,2.86,1.65,0.0307,1.77,2023-10-12
54393980,Y,N,"       (2023 TO15)",,APO,24.30,,,,,0.5506,2.128,0.956,9.92,3.1,0.0263,3.30,2023-10-14
54393982,Y,N,"       (2023 TP15)",,APO,26.00,,,,,0.7766,2.923,0.653,14.18,5,0.00743,5.19,2023-10-15
54393981,Y,N,"       (2023 TQ15)",,AMO,25.88,,,,,0.3740,1.625,1.017,4.53,2.07,0.0452,2.23,2023-10-14
54393983,Y,N,"       (2023 TR15)",,APO,28.04,,,,,0.6106,2.525,0.983,2.40,4.01,0.00349,4.07,2023-10-15
54393984,Y,N,"       (2023 TS15)",,APO,25.51,,,,,0.2153,1.284,1.007,6.76,1.45,0.0726,1.56,2023-10-09
54393985,Y,N,"       (2023 TT15)",,APO,28.10,,,,,0.4345,1.762,0.996,3.49,2.34,0.0139,2.53,2023-10-15
54393986,Y,N,"       (2023 TU15)",,APO,29.16,,,,,0.4982,1.712,0.859,0.25,2.24,8.85e-05,2.56,2023-10-15
54393987,Y,N,"       (2023 TV15)",,APO,23.36,,,,,0.5666,2.337,1.013,5.37,3.57,0.00471,3.66,2023-10-12
54393988,Y,N,"       (2023 TA16)",,APO,28.13,,,,,0.6784,2.067,0.665,1.91,2.97,0.00309,3.47,2023-10-14
54393989,Y,N,"       (2023 TB16)",,AMO,23.76,,,,,0.4555,2.322,1.264,4.50,3.54,0.281,3.38,2023-10-12
54393995,Y,N,"       (2023 TO16)",,AMO,23.70,,,,,0.1858,1.471,1.198,28.93,1.78,0.219,1.74,2023-10-13
54393994,Y,N,"       (2023 TP16)",,APO,29.78,,,,,0.0885,1.098,1.001,1.71,1.15,0.0102,1.20,2023-10-15
54393996,Y,N,"       (2023 TQ16)",,AMO,21.27,,,,,0.5635,2.669,1.165,27.28,4.36,0.171,4.17,2023-10-14
54393997,Y,N,"       (2023 TS16)",,APO,26.00,,,,,0.6379,2.677,0.969,5.30,4.38,0.0108,4.38,2023-10-15
54393998,Y,N,"       (2023 TT16)",,APO,27.91,,,,,0.6766,1.776,0.574,2.38,2.37,0.00143,2.98,2023-10-12
54393999,Y,N,"       (2023 TB17)",,AMO,21.87,,,,,0.6458,2.959,1.048,8.42,5.09,0.0842,4.87,2023-10-15
54394000,Y,N,"       (2023 TO17)",,APO,29.67,,,,,0.4726,1.285,0.678,3.28,1.46,1.86e-05,1.89,2023-10-14
54394001,Y,N,"       (2023 TT19)",,ATE,23.18,,,,,0.4653,0.9683,0.518,16.57,0.953,0.121,1.42,2023-10-12
54394002,Y,N,"       (2023 TW19)",,AMO,25.43,,,,,0.2498,1.391,1.044,3.06,1.64,0.0705,1.74,2023-10-15
54394003,Y,N,"       (2023 TX19)",,APO,25.51,,,,,0.4224,1.031,0.595,8.39,1.05,0.00613,1.47,2023-10-15
54394005,Y,N,"       (2023 TY19)",,AMO,26.47,,,,,0.5709,2.398,1.029,10.61,3.71,0.0348,3.77,2023-10-14
54395020,Y,N,"       (2023 TM22)",,ATE,24.05,,,,,0.4070,0.9621,0.570,24.39,0.944,0.0101,1.35,2023-10-14
54395021,Y,N,"       (2023 TN22)",,APO,25.52,,,,,0.5264,2.086,0.988,8.19,3.01,0.0409,3.18,2023-10-15
54395023,Y,N,"       (2023 TP22)",,APO,22.80,,,,,0.6288,2.32,0.861,2.82,3.53,0.0144,3.78,2023-10-15
54395026,Y,N,"       (2023 TB23)",,AMO,22.61,,,,,0.1149,1.216,1.076,5.55,1.34,0.089,1.36,2023-09-17
54395879,Y,N,"       (2023 TU26)",,APO,23.95,,,,,0.3761,1.544,0.963,24.55,1.92,0.0539,2.12,2023-10-11
54395882,Y,N,"       (2023 TV26)",,AMO,25.92,,,,,0.5635,2.455,1.072,8.61,3.85,0.0745,3.84,2023-10-14
54395884,Y,N,"       (2023 TW26)",,APO,28.59,,,,,0.2096,1.157,0.915,4.87,1.24,0.00508,1.40,2023-10-14
54395886,Y,N,"       (2023 TX26)",,AMO,21.32,,,,,0.3537,1.853,1.198,22.26,2.52,0.392,2.51,2023-10-14
54395888,Y,N,"       (2023 TY26)",,APO,21.47,,,,,0.6915,2.701,0.833,26.71,4.44,0.208,4.57,2023-10-08
54395889,Y,N,"       (2023 TZ26)",,APO,21.92,,,,,0.3979,1.38,0.831,24.85,1.62,0.0913,1.93,2023-10-14
54395891,Y,N,"       (2023 TA27)",,APO,22.82,,,,,0.8126,1.148,0.215,9.70,1.23,0.0838,2.08,2023-10-11
54395894,Y,N,"       (2023 TB27)",,AMO,24.54,,,,,0.2788,1.417,1.022,5.21,1.69,0.0373,1.81,2023-10-09
54395904,Y,N,"       (2023 TM27)",,APO,28.73,,,,,0.4512,1.815,0.996,18.85,2.45,0.00328,2.63,2023-10-13
54395905,Y,N,"       (2023 TT28)",,AMO,22.72,,,,,0.5087,2.291,1.126,3.52,3.47,0.133,3.46,2023-10-12
54395906,Y,N,"       (2023 TL31)",,APO,25.45,,,,,0.5091,1.931,0.948,6.36,2.68,0.0206,2.91,2023-10-09
54396403,Y,N,"       (2023 TC32)",,AMO,23.21,,,,,0.5309,2.5,1.173,10.18,3.95,0.24,3.83,2023-10-12
54396404,Y,N,"       (2023 TD32)",,APO,25.60,,,,,0.4412,1.195,0.668,7.58,1.31,0.000867,1.72,2023-10-14
54396407,Y,N,"       (2023 TE32)",,APO,24.60,,,,,0.2744,1.285,0.932,3.83,1.46,0.0118,1.64,2023-10-15
54396409,Y,N,"       (2023 TF32)",,AMO,22.37,,,,,0.4076,1.833,1.086,10.09,2.48,0.148,2.58,2023-10-06
54397134,Y,N,"       (2023 TT36)",,AMO,26.40,,,,,0.3841,1.655,1.019,9.39,2.13,0.0298,2.29,2023-10-15
54398132,Y,N,"       (2023 TN49)",,APO,21.41,,,,,0.5567,2.292,1.016,9.47,3.47,0.153,3.57,2023-10-15
54399086,Y,N,"       (2023 TU55)",,AMO,23.28,,,,,0.4371,2.222,1.251,3.45,3.31,0.266,3.19,2023-10-15
54399490,Y,N,"       (2023 TZ65)",,APO,29.63,,,,,0.7359,2.413,0.637,7.34,3.75,0.00093,4.19,2023-10-11
54401955,Y,N,"       (2023 TJ84)",,AMO,19.35,,,,,0.3896,2.1,1.282,9.24,3.04,0.265,2.92,2023-10-15
54401958,Y,N,"       (2023 TK84)",,AMO,19.78,,,,,0.6462,3.013,1.066,20.24,5.23,0.331,4.96,2023-10-15
54402641,Y,N,"       (2023 TK90)",,AMO,24.18,,,,,0.5766,2.454,1.039,6.22,3.84,0.0489,3.87,2023-10-15
54406494,Y,N,"       (2023 TK124)",,AMO,24.11,,,,,0.4705,1.935,1.025,4.00,2.69,0.0708,2.85,2023-10-09
54408325,Y,N,"       (2023 TH139)",,AMO,22.46,,,,,0.6350,3.332,1.216,3.19,6.08,0.217,5.45,2023-10-13
54394004,Y,N,"       (2023 UB)",,APO,30.06,,,,,0.4701,1.196,0.634,5.04,1.31,0.000217,1.76,2023-10-16
54395022,Y,N,"       (2023 UD)",,APO,27.47,,,,,0.5824,2.306,0.963,0.54,3.5,0.004,3.65,2023-10-12
54395024,Y,N,"       (2023 UE)",,APO,28.88,,,,,0.3129,1.439,0.989,0.69,1.73,0.00334,1.89,2023-10-16
54395025,Y,N,"       (2023 UF)",,APO,27.89,,,,,0.5044,1.875,0.929,3.77,2.57,0.00897,2.82,2023-10-16
54395028,Y,N,"       (2023 UG)",,ATE,26.57,,,,,0.1484,0.972,0.828,2.84,0.958,0.000952,1.12,2023-09-23
54395029,Y,N,"       (2023 UH)",,APO,26.13,,,,,0.1427,1.041,0.892,19.89,1.06,0.0132,1.19,2023-10-16
54395027,Y,N,"       (2023 UJ)",,ATE,26.31,,,,,0.2189,0.9127,0.713,2.07,0.872,0.0184,1.11,2023-10-16
54395030,Y,N,"       (2023 UK)",,APO,26.14,,,,,0.4360,1.077,0.607,0.70,1.12,0.00544,1.55,2023-10-16
54395031,Y,N,"       (2023 UL)",,APO,28.10,,,,,0.5418,2.116,0.970,0.59,3.08,0.000793,3.26,2023-10-14
54395877,Y,N,"       (2023 UM)",,APO,22.91,,,,,0.6495,2.13,0.746,3.49,3.11,0.0386,3.51,2023-10-11
54395878,Y,N,"       (2023 UN)",,APO,26.08,,,,,0.5560,2.067,0.918,8.88,2.97,0.000776,3.22,2023-10-10
54395880,Y,N,"       (2023 UO)",,APO,25.01,,,,,0.4148,1.669,0.977,4.04,2.16,0.00407,2.36,2023-10-10
54395881,Y,N,"       (2023 UP)",,APO,27.89,,,,,0.6444,2.332,0.829,1.74,3.56,0.00053,3.83,2023-10-14
54395883,Y,N,"       (2023 UQ)",,AMO,23.28,,,,,0.2698,1.643,1.200,36.04,2.11,0.207,2.09,2023-10-16
54395885,Y,N,"       (2023 UR)",,APO,24.43,,,,,0.5389,2.018,0.931,2.74,2.87,0.036,3.11,2023-10-16
54395890,Y,N,"       (2023 US)",,APO,25.84,,,,,0.4771,1.938,1.014,10.52,2.7,0.0242,2.86,2023-10-16
54395892,Y,N,"       (2023 UT)",,AMO,21.79,,,,,0.4001,1.769,1.061,12.77,2.35,0.0718,2.48,2023-10-16
54395893,Y,N,"       (2023 UU)",,AMO,23.19,,,,,0.4287,1.868,1.068,7.33,2.55,0.121,2.67,2023-10-16
54395895,Y,N,"       (2023 UV)",,APO,23.78,,,,,0.9240,2.407,0.183,17.22,3.73,0.0815,4.63,2023-10-16
54395896,Y,N,"       (2023 UW)",,ATE,27.97,,,,,0.1770,0.9051,0.745,8.50,0.861,0.0105,1.07,2023-10-17
54395897,Y,N,"       (2023 UX)",,AMO,24.86,,,,,0.5398,2.463,1.134,5.45,3.87,0.156,3.79,2023-10-16
54395898,Y,N,"       (2023 UY)",,ATE,29.96,,,,,0.2434,0.9678,0.732,1.23,0.952,0.000644,1.20,2023-10-17
54395899,Y,N,"       (2023 UZ)",,APO,27.25,,,,,0.5461,1.765,0.801,2.59,2.35,0.00627,2.73,2023-10-17
54395900,Y,N,"       (2023 UA1)",,AMO,24.54,,,,,0.5093,2.19,1.075,7.40,3.24,0.109,3.31,2023-10-16
54395902,Y,N,"       (2023 UG1)",,APO,27.53,,,,,0.1220,1.134,0.996,4.35,1.21,0.00702,1.27,2023-10-17
54395901,Y,N,"       (2023 UH1)",,ATE,27.08,,,,,0.1987,0.8513,0.682,7.36,0.786,0.0242,1.02,2023-10-17
54395903,Y,N,"       (2023 UJ1)",,AMO,26.11,,,,,0.3431,1.564,1.027,25.56,1.96,0.0341,2.10,2023-10-16
54395907,Y,N,"       (2023 UK1)",,APO,21.99,,,,,0.5658,2.311,1.004,4.42,3.51,0.0704,3.62,2023-10-17
54395909,Y,N,"       (2023 UL1)",,APO,24.73,,,,,0.3279,1.506,1.012,29.85,1.85,0.0869,2.00,2023-10-17
54395908,Y,N,"       (2023 UM1)",,APO,25.00,,,,,0.1614,1.199,1.006,28.98,1.31,0.0634,1.39,2023-10-17
54395910,Y,Y,"       (2023 UN1)",,APO,21.69,,,,,0.3390,1.28,0.846,27.91,1.45,0.0302,1.71,2023-10-17
54396392,Y,N,"       (2023 UO1)",,AMO,20.83,,,,,0.2524,1.642,1.228,32.68,2.11,0.453,2.06,2023-10-11
54396393,Y,N,"       (2023 UQ1)",,APO,26.47,,,,,0.3899,1.543,0.941,6.68,1.92,0.0169,2.14,2023-10-17
54396394,Y,N,"       (2023 UR1)",,APO,24.67,,,,,0.6151,2.574,0.991,1.62,4.13,0.000733,4.16,2023-10-17
54396395,Y,N,"       (2023 US1)",,AMO,23.77,,,,,0.3725,1.692,1.062,10.21,2.2,0.159,2.32,2023-10-16
54396396,Y,N,"       (2023 UT1)",,AMO,26.37,,,,,0.5994,2.622,1.051,2.33,4.25,0.0472,4.19,2023-10-17
54396397,Y,N,"       (2023 UU1)",,APO,27.44,,,,,0.5378,2.083,0.963,2.35,3.01,0.00348,3.20,2023-10-18
54396398,Y,N,"       (2023 UV1)",,ATE,26.61,,,,,0.2715,0.9703,0.707,11.20,0.956,0.0036,1.23,2023-10-18
54396399,Y,N,"       (2023 UW1)",,APO,26.88,,,,,0.2053,1.258,1.000,12.49,1.41,0.00513,1.52,2023-10-19
54396400,Y,N,"       (2023 UX1)",,APO,26.01,,,,,0.5594,1.506,0.664,23.24,1.85,0.0168,2.35,2023-10-18
54396401,Y,N,"       (2023 UY1)",,AMO,27.16,,,,,0.1651,1.224,1.022,10.77,1.35,0.0271,1.43,2023-10-17
54396402,Y,N,"       (2023 UZ1)",,ATE,22.84,,,,,0.8145,0.9648,0.179,18.86,0.948,0.0146,1.75,2023-10-17
54396405,Y,N,"       (2023 UA2)",,APO,26.97,,,,,0.4657,1.743,0.931,6.11,2.3,0.033,2.55,2023-10-17
54396406,Y,N,"       (2023 UB2)",,AMO,25.94,,,,,0.3079,1.49,1.031,14.17,1.82,0.101,1.95,2023-10-17
54396408,Y,N,"       (2023 UC2)",,APO,26.77,,,,,0.6581,2.35,0.804,1.08,3.6,0.012,3.90,2023-10-17
54396410,Y,N,"       (2023 UH2)",,AMO,24.93,,,,,0.5859,2.476,1.025,1.79,3.9,0.0492,3.93,2023-10-16
54397126,Y,N,"       (2023 UJ2)",,ATE,24.36,,,,,0.1615,0.8728,0.732,3.94,0.815,0.0198,1.01,2023-10-14
54397127,Y,N,"       (2023 UK2)",,AMO,21.90,,,,,0.5734,2.544,1.085,20.59,4.06,0.102,4.00,2023-10-09
54397128,Y,N,"       (2023 UL2)",,AMO,24.31,,,,,0.3885,1.681,1.028,26.95,2.18,0.0355,2.33,2023-10-18
54397129,Y,N,"       (2023 UM2)",,APO,25.15,,,,,0.3481,1.485,0.968,18.02,1.81,0.0598,2.00,2023-10-14
54397130,Y,N,"       (2023 UN2)",,AMO,26.84,,,,,0.5225,2.2,1.050,1.97,3.26,0.0547,3.35,2023-10-18
54397131,Y,N,"       (2023 UO2)",,AMO,25.34,,,,,0.5866,2.851,1.179,8.49,4.81,0.184,4.52,2023-10-18
54397132,Y,N,"       (2023 UP2)",,APO,26.69,,,,,0.2892,1.096,0.779,7.25,1.15,0.00459,1.41,2023-10-09
54397133,Y,N,"       (2023 UQ2)",,APO,24.54,,,,,0.1039,1.099,0.985,27.75,1.15,0.0136,1.21,2023-10-17
54397136,Y,N,"       (2023 UR2)",,APO,26.42,,,,,0.3734,1.509,0.946,6.01,1.85,0.00754,2.07,2023-10-19
54397135,Y,N,"       (2023 US2)",,ATE,27.02,,,,,0.2810,0.8432,0.606,20.10,0.774,0.0227,1.08,2023-10-19
54397137,Y,N,"       (2023 UT2)",,APO,22.86,,,,,0.3680,1.29,0.815,21.54,1.47,0.036,1.76,2023-10-18
54397139,Y,N,"       (2023 UW2)",,APO,23.39,,,,,0.4750,1.741,0.914,6.86,2.3,0.0801,2.57,2023-10-17
54397140,Y,N,"       (2023 UX2)",,APO,29.50,,,,,0.6643,2.038,0.684,10.96,2.91,7.3e-05,3.39,2023-10-17
54397141,Y,N,"       (2023 UY2)",,AMO,22.88,,,,,0.5319,2.713,1.270,15.92,4.47,0.28,4.16,2023-10-16
54397142,Y,N,"       (2023 UZ2)",,APO,26.88,,,,,0.0993,1.012,0.911,4.03,1.02,0.0307,1.11,2023-10-18
54397143,Y,N,"       (2023 UA3)",,APO,20.32,,,,,0.7429,2.383,0.613,29.82,3.68,0.365,4.15,2023-10-16
54397144,Y,N,"       (2023 UB3)",,AMO,25.14,,,,,0.4656,2.168,1.159,7.71,3.19,0.162,3.18,2023-10-18
54397145,Y,N,"       (2023 UC3)",,AMO,21.68,,,,,0.3978,1.802,1.085,34.89,2.42,0.142,2.52,2023-10-16
54397146,Y,N,"       (2023 UD3)",,AMO,19.40,,,,,0.4388,2.229,1.251,30.16,3.33,0.281,3.21,2023-10-17
54397147,Y,N,"       (2023 UE3)",,APO,28.58,,,,,0.3253,1.479,0.998,2.47,1.8,0.00395,1.96,2023-10-19
54397148,Y,N,"       (2023 UF3)",,APO,27.24,,,,,0.2433,1.296,0.981,9.73,1.48,0.00861,1.61,2023-10-20
54397150,Y,N,"       (2023 UG3)",,APO,26.33,,,,,0.2351,1.316,1.007,21.42,1.51,0.0114,1.63,2023-10-20
54397149,Y,N,"       (2023 UH3)",,AMO,24.47,,,,,0.2476,1.439,1.083,29.28,1.73,0.107,1.80,2023-10-17
54397151,Y,N,"       (2023 UJ3)",,AMO,27.19,,,,,0.2512,1.386,1.038,5.78,1.63,0.045,1.73,2023-10-19
54397152,Y,N,"       (2023 UK3)",,APO,29.21,,,,,0.4290,1.604,0.916,2.96,2.03,0.00044,2.29,2023-10-20
54397153,Y,N,"       (2023 UL3)",,APO,26.65,,,,,0.6111,2.293,0.892,8.07,3.47,0.00528,3.69,2023-10-20
54397154,Y,N,"       (2023 UM3)",,APO,25.02,,,,,0.4835,1.282,0.662,4.15,1.45,0.0269,1.90,2023-10-19
54397156,Y,N,"       (2023 UN3)",,APO,24.31,,,,,0.7156,1.091,0.310,4.68,1.14,0.0396,1.87,2023-10-19
54397157,Y,N,"       (2023 UO3)",,ATE,25.78,,,,,0.2790,0.8874,0.640,8.76,0.836,0.0048,1.13,2023-10-19
54397454,Y,N,"       (2023 UQ3)",,APO,25.02,,,,,0.2707,1.337,0.975,4.02,1.55,0.0476,1.70,2023-10-17
54397455,Y,N,"       (2023 UR3)",,ATE,26.27,,,,,0.1780,0.967,0.795,12.65,0.951,0.00899,1.14,2023-10-19
54397456,Y,N,"       (2023 US3)",,AMO,24.16,,,,,0.3123,1.653,1.136,17.07,2.12,0.167,2.17,2023-10-17
54397457,Y,N,"       (2023 UT3)",,APO,22.62,,,,,0.6018,2.043,0.813,9.43,2.92,0.0321,3.27,2023-10-17
54397458,Y,N,"       (2023 UU3)",,APO,20.82,,,,,0.5707,1.808,0.776,12.94,2.43,0.181,2.84,2023-09-22
54397460,Y,N,"       (2023 UY3)",,APO,26.87,,,,,0.1502,1.031,0.876,4.18,1.05,0.00438,1.19,2023-10-15
54397461,Y,N,"       (2023 UZ3)",,APO,26.42,,,,,0.5204,1.503,0.721,1.79,1.84,0.00209,2.29,2023-10-20
54397464,Y,N,"       (2023 UA4)",,APO,26.33,,,,,0.6197,2.4,0.913,5.10,3.72,0.0263,3.89,2023-10-17
54397462,Y,N,"       (2023 UB4)",,APO,24.10,,,,,0.3879,1.381,0.845,30.96,1.62,0.0482,1.92,2023-10-20
54397459,Y,N,"       (2023 UC4)",,APO,24.89,,,,,0.3643,1.173,0.746,14.16,1.27,0.0649,1.60,2023-10-18
54397465,Y,N,"       (2023 UD4)",,APO,28.02,,,,,0.2909,1.408,0.999,1.48,1.67,0.00207,1.82,2023-10-20
54397463,Y,N,"       (2023 UE4)",,APO,21.76,,,,,0.2972,1.018,0.715,11.58,1.03,0.168,1.32,2023-10-18
54397466,Y,N,"       (2023 UF4)",,AMO,21.69,,,,,0.6079,3.016,1.183,14.36,5.24,0.232,4.85,2023-10-19
54397467,Y,N,"       (2023 UG4)",,ATE,26.48,,,,,0.1527,0.9374,0.794,0.49,0.908,0.00304,1.08,2023-10-20
54397468,Y,N,"       (2023 UH4)",,AMO,26.22,,,,,0.4125,1.732,1.018,14.63,2.28,0.0652,2.45,2023-10-20
54397469,Y,N,"       (2023 UJ4)",,AMO,23.60,,,,,0.6070,2.938,1.155,14.29,5.04,0.168,4.72,2023-10-19
54397470,Y,N,"       (2023 UK4)",,APO,26.58,,,,,0.4991,1.772,0.888,6.05,2.36,0.0221,2.66,2023-10-20
54397471,Y,N,"       (2023 UL4)",,APO,23.57,,,,,0.4879,1.242,0.636,7.06,1.38,0.0729,1.85,2023-10-19
54397472,Y,N,"       (2023 UM4)",,APO,26.35,,,,,0.4896,1.835,0.937,6.44,2.49,0.0029,2.73,2023-10-20
54397474,Y,N,"       (2023 UQ4)",,APO,24.74,,,,,0.4160,1.648,0.962,7.35,2.12,0.00522,2.33,2023-10-09
54397475,Y,N,"       (2023 UR4)",,AMO,22.85,,,,,0.4412,2.234,1.249,9.37,3.34,0.255,3.22,2023-10-11
54397476,Y,N,"       (2023 UU4)",,APO,25.83,,,,,0.5587,1.51,0.666,1.27,1.86,0.0079,2.35,2023-10-20
54397477,Y,N,"       (2023 UV4)",,AMO,26.27,,,,,0.5742,2.466,1.050,5.81,3.87,0.0558,3.88,2023-10-20
54397478,Y,N,"       (2023 UW4)",,APO,28.09,,,,,0.3329,1.075,0.717,4.49,1.11,0.00382,1.43,2023-10-21
54398121,Y,N,"       (2023 UD5)",,AMO,20.80,,,,,0.1223,1.46,1.281,21.05,1.76,0.31,1.64,2023-10-20
54398122,Y,N,"       (2023 UF5)",,AMO,24.95,,,,,0.1560,1.373,1.159,14.80,1.61,0.17,1.59,2023-10-19
54398123,Y,N,"       (2023 UG5)",,AMO,22.16,,,,,0.5399,2.632,1.211,11.25,4.27,0.252,4.05,2023-09-23
54398124,Y,N,"       (2023 UH5)",,APO,25.20,,,,,0.5948,2.499,1.012,12.24,3.95,0.0182,3.98,2023-10-20
54398125,Y,N,"       (2023 UJ5)",,AMO,21.42,,,,,0.5412,2.544,1.167,2.68,4.06,0.163,3.92,2023-08-29
54398126,Y,N,"       (2023 UK5)",,APO,21.76,,,,,0.6772,2.382,0.769,13.19,3.68,0.162,4.00,2023-10-13
54398127,Y,N,"       (2023 US5)",,AMO,26.96,,,,,0.5032,2.119,1.053,5.23,3.08,0.0549,3.18,2023-10-20
54398128,Y,N,"       (2023 UE6)",,APO,27.63,,,,,0.5684,2.337,1.009,2.48,3.57,0.0139,3.67,2023-10-21
54398129,Y,N,"       (2023 UF6)",,APO,25.89,,,,,0.3516,1.247,0.809,23.36,1.39,0.0199,1.69,2023-10-21
54398131,Y,N,"       (2023 UG6)",,AMO,21.41,,,,,0.5310,2.471,1.159,24.83,3.88,0.198,3.78,2023-10-03
54398130,Y,N,"       (2023 UH6)",,AMO,20.69,,,,,0.6545,3.129,1.081,17.87,5.54,0.264,5.18,2023-10-19
54398133,Y,N,"       (2023 UJ6)",,APO,27.58,,,,,0.6871,2.164,0.677,7.13,3.18,0.0176,3.65,2023-10-20
54398134,Y,N,"       (2023 UK6)",,AMO,25.00,,,,,0.3425,1.651,1.085,11.48,2.12,0.106,2.22,2023-10-21
54398527,Y,N,"       (2023 UP6)",,APO,25.59,,,,,0.5279,1.146,0.541,2.45,1.23,0.00992,1.75,2023-10-22
54398529,Y,N,"       (2023 UQ6)",,APO,25.39,,,,,0.3966,1.559,0.940,29.59,1.95,0.027,2.18,2023-10-22
54398528,Y,N,"       (2023 UR6)",,APO,26.48,,,,,0.5968,1.447,0.583,5.13,1.74,0.00562,2.31,2023-10-22
54398530,Y,N,"       (2023 US6)",,APO,27.21,,,,,0.5988,1.925,0.772,2.15,2.67,0.00313,3.08,2023-10-22
54398531,Y,N,"       (2023 UT6)",,AMO,25.13,,,,,0.1742,1.26,1.040,27.02,1.41,0.0939,1.48,2023-10-21
54398533,Y,N,"       (2023 UU6)",,AMO,26.89,,,,,0.0919,1.129,1.025,21.67,1.2,0.0327,1.23,2023-10-22
54398532,Y,N,"       (2023 UV6)",,APO,26.44,,,,,0.2231,1.171,0.909,8.93,1.27,0.024,1.43,2023-10-21
54399079,Y,N,"       (2023 UG7)",,AMO,23.95,,,,,0.2222,1.356,1.055,27.82,1.58,0.133,1.66,2023-10-22
54399080,Y,N,"       (2023 UH7)",,APO,25.18,,,,,0.5815,1.756,0.735,7.75,2.33,0.0188,2.78,2023-10-22
